,Claps,Creator,Date,Image count,ReadingTime,Subtitle,Tags,Title,Topics,WordCount
490,1.0,47cf4ef6db3f,1606916146666.0,4.0,6.820754716981132,Reflections on Crimes Committed Against Me as a Teenager,", Sexuality, Sex Education, Teenagers, Bullying, Gender Equality",The Travails of Teenage Sexuality,", Feminism",1622.0
491,190.0,5084a4952582,1606856151340.0,2.0,6.217295597484277,Gender roles and toxic masculinity have no place here,", Toxic Masculinity, Men, Women, Patriarchy, Feminism",Men Can Be Feminine Too,", Society, Feminism",1546.0
493,150.0,4dc42a471065,1606857886684.0,1.0,3.3433962264150945,"We often hear that “they” want to rule the world, but is fear of change the real threat that anti-feminists feel?",", Culture, Equality, Self Improvement, Society, Politics",Feminism Is Bad For Men. Feminism Is Good For Men. Which is it?,", Feminism",833.0
495,183.0,5c7922f47b42,1603386643806.0,3.0,5.157547169811321,A new generation of menstrual products cuts down on plastic waste.,", Environment, Lifestyle, Menstruation, Gender Equality, Equality",Sustainable. Period.,", Feminism, Climate Change",1221.0
497,33.0,b2f30d960e4c,1606877339245.0,3.0,5.093396226415094,"I’m a young woman of color from the global South, entering a world that is more uncertain than ever — especially for women. The COVID-19…",", Women, Empowerment, Workplace Culture, Inclusion, Female Empowerment",My Top Three Takeaways on Inclusive Leadership From Women-Led Workspaces,", Work, Feminism",1204.0
498,1.0,bfeda8dbd48e,1606695976808.0,1.0,3.686792452830189,"Mothering misadventures, hairbrush hell, and a vague wish for a bald preschooler",", Parenting, Parenting Toddlers, Mothering, Self, Women",The Worst Mum In The World,", Feminism, Parenting",924.0
500,61.0,ac43717bb0a0,1606850909467.0,1.0,2.750943396226415,‘Tant’’ captures the bad-ass confidence and experience that comes with growing older,", Women, Seniors, Aging, Midlife, Confidence",The Swedish Term That’s Inspiring Young Women,", Relationships, Feminism",676.0
501,2821.0,ed90e59d9508,1606804267671.0,2.0,6.081446540880504,My writing about race and gender has made me a target for desperate white men who don’t want to change,", Book Excerpt, Race, Men, Feminism, Gender",The White Men Who Threaten Me With Their Own Suicide,", Digital Life, Race, Book Excerpts, Feminism, Equality",1510.0
502,524.0,a0e133031a11,1606769161756.0,8.0,4.189937106918239,"Whether you like her or not, she is helping reduce the stigma of an issue that affects many women.",", Women, Pregnancy, Feminism, Miscarriage, Meghan Markle",Stop Shaming Meghan Markle for Speaking About Her Miscarriage,", Culture, Feminism",810.0
503,610.0,2df8e1ddc58a,1606767742962.0,1.0,3.909433962264151,A victory that proves you can fight for what is right and win.,", Women, Feminism, Human Rights, Periods, Womens Health",I’m Proud to Live in the First Country Where Period Products are Free,", Feminism, Equality",983.0
504,183.0,3ac1c462ee13,1606767528786.0,1.0,12.91320754716981,Chrissy Teigen and Meghan Markle’s miscarriages are allowing women to open up about their losses. Here is my story.,", Women, This Happened To Me, Self, Feminism, Mental Health",I Chose to End My Pregnancy: Do I Have Permission to Grieve?,", Feminism, Family",3369.0
515,4570.0,7bd7f8eec0d8,1606738985661.0,1.0,6.784905660377358,"From da Vinci to Malcolm X, these icons are straight-washed in history books",", LGBTQ, Relationships, History, Equality, Feminism",6 Queer Historical Figures You Thought Were Straight,", LGBTQIA, Equality",1745.0
516,5655.0,b0b939c53311,1604648181293.0,7.0,7.404716981132076,"Well, yeah, of course she is.",,Is Madeline Canonically Trans?,", Gaming, Culture, LGBTQIA",1684.0
517,1647.0,21541f34f83c,1605818918267.0,4.0,8.232075471698113,A gay boy and sandlot baseball explain,", LGBTQ, Equality, Religion, Baseball, Creative Non Fiction",How Christian Authoritarianism Threatens American Values,", Religion, LGBTQIA, Equality",1996.0
518,1436.0,7fe325749a24,1606752208438.0,1.0,5.445283018867925,It’s time we start acting like it,", LGBTQ, Gender Equality, Transgender, Social Justice, Gender",Being Trans is Normal and Unremarkable,", LGBTQIA, Equality",1390.0
522,97.0,2fd07c42cb1d,1606873109831.0,4.0,6.439622641509434,"“Don’t Stop” unconsciously centers queer culture in hip hop, shattering the norms of a traditionally homophobic space",", Music, LGBTQ, BlackLivesMatter, Rap, Hip Hop",This Megan Thee Stallion Video Undermines Heteronormativity in Hip Hop Brilliantly,", Music, LGBTQIA",1521.0
523,104.0,4664d90b32de,1606858259700.0,1.0,35.528301886792455,An exhaustive look at the word from the 1910s to today,", LGBTQ, Identity, History, Sexuality, Kravitz M",“Pansexual”: An Etymological Timeline,", LGBTQIA",9362.0
524,52.0,fd1a0a6024bc,1606853845150.0,4.0,5.254716981132075,"As a queer, Black woman, I am truly starved for representation of my relationships — relationships between queer, Black women — in most…",", LGBTQ, Women, Black Women, Friendship, TV Shows",My Queer Friends Taught Me What Freedom Can Feel Like,", Race, LGBTQIA",1207.0
526,135.0,21ff79b90bbf,1606906036504.0,1.0,5.686792452830189,Parenting beyond the binary,", Parenting, Love, Relationships, Sexuality, Essay","In One Conversation, She Changed Everything I Thought I Knew About Sex",", LGBTQIA, Sexuality, Family, Parenting",1454.0
527,211.0,ad6e18bd4ae,1606813953888.0,1.0,5.358490566037736,Let’s talk bottom growth. For my sake and for yours.,", Creative Non Fiction, Transgender, Nonbinary, Gender, LGBTQ",What’s Going On Down There?,", LGBTQIA",1367.0
528,185.0,72b6731b99b7,1606846198538.0,2.0,5.553144654088051,"While we should be vigilant in calling out homophobic portrayals, fixation over identity can actually harm those who we should be…",", LGBTQ, Representation, Queer, Gay, Equality",We Need to Stop Gatekeeping Queer Representation,", LGBTQIA, Equality",1370.0
529,168.0,3835e5313bb4,1606761597785.0,1.0,4.381132075471698,The sour holiday romcom perpetuates troubling expectations of its queer audience.,", LGBTQ, Film, Christmas, Happiest Season, Essay",The Coerced Gratitude of “Happiest Season”,", Film, LGBTQIA",1108.0
531,7.0,6b21a92b69b2,1606763599587.0,1.0,5.230188679245283,"The first time I had a conscious crush on a girl, I was 21.",", LGBTQ, Queer, Romance, Love, Sexuality",How It Felt To Kiss A Girl For The First Time,", Relationships, LGBTQIA, Sexuality",1333.0
532,101.0,aff0e575f7bd,1606769200622.0,4.0,4.473584905660378,Butch identity in context of lesbian culture has existed for a long time. the historic working-class lesbian community — and the iconic…,", Lesbian, Queer, Transgender, Queer History, Stonewall",Why You Should Respect He/Him Lesbians,", LGBTQIA, Equality",1000.0
533,1220.0,21541f34f83c,1606765464468.0,1.0,6.950943396226415,How it feels to struggle for parental love,", LGBTQ, Equality, Family, Parenting, Creative Non Fiction",State Sues to Strip LGBTQ Parental Rights: Fighting for Love!,", LGBTQIA, Family, Parenting, Equality",1789.0
534,97.0,752823f68126,1606676576945.0,3.0,3.8971698113207545,"Transgender people can be asked invasive questions about their bodies. It’s best to avoid phrases such as, “Are you fully transitioned?”",", Transgender, Nonbinary, Etiquette, Sex, LGBTQ",9 problematic phrases you may not have realized are transphobic,", Culture, Relationships, LGBTQIA, Health, Equality",887.0
545,5369.0,b62d087174ac,1605457188176.0,2.0,4.2437106918239,"As a first-generation Haitian-American, I struggled with how society automatically attributed my identity: African American",", Race, Identity, Politics, Michelle Obama, African American","What’s the difference between the terms, “African American” and “Black American”?",", Race",1023.0
546,5817.0,a84285dcd1d,1605213931797.0,1.0,5.5094339622641515,Thousands of African Americans really wanted a second term for one of history’s most racist presidents,", BlackLivesMatter, Trump, Politics, Election 2020, Race",How the Fuck Did Trump’s Black Vote Grow in 2020?,", Politics, Race, Election 2020",1407.0
549,0.0,b02e0cbeb89a,1606896855185.0,8.0,12.382389937106918,It wasn’t until I was twenty years old that I found out I come from a very recent Mixed-Race background — when my father told me my…,", Race, Identity, Storytelling, Genealogy, Family","Mixed-Race Identity Has Plurality: On Being Irish, Jamaican, and Black",", Race",2981.0
550,0.0,9f63b8c88331,1606871133042.0,7.0,7.080188679245283,Unraveling America’s Color-Blind Complexity,", BlackLivesMatter, History, Racism, Race, Education",The Black Voice and the Racial Avalanche:,", Race, History",1598.0
552,164.0,a72d87e1fc58,1606890772079.0,1.0,4.622641509433962,Appointing Rahm Emanuel compromises any claims of racial justice the president-elect might make,", Politics, Election 2020, Cabinet, Biden, Rahm Emanuel",Joe Biden Needs to Watch Who He Fills His Cabinet With,", Politics, Race, Election 2020, Justice",1172.0
559,52.0,c1d6cfdf715a,1606846748598.0,0.0,0.7433962264150943,"Many struggle with student loan debt, especially borrowers of color",", Joe Biden, Student Loans, Loan Forgiveness, Race, Student Debt",The Student Debt Crisis Is a Racial Inequity Issue,", Money, Politics, Race, Education, Equality",197.0
560,351.0,2d8c814037d9,1606854597313.0,3.0,8.904716981132076,I spent a lifetime trying to get my hair to pass as White,", Race, Culture, Hair, Beauty, Natural Hair",30 Years of White Supremacy Told Through My Hair,", Culture, Beauty, Race, Equality",2214.0
561,577.0,7d658f3ed23a,1606847018767.0,1.0,4.460377358490566,Author Ijeoma Oluo dissects the issue in new book ‘Mediocre: The Dangerous Legacy of White Male America’,", Books, Race, Equality, Culture, Society",A History of Mediocre White Men (and How They Get Ahead),", Culture, Books, Society, Race, Equality",1129.0
562,4.0,62a6c30e1391,1606704561012.0,1.0,3.607547169811321,4 Examples of Everyday Microaggressions I Experience as a Racial Minority in America,", Racism, Microaggressions, Bias, Asian American, Rant",Did You Really Just Say That?,", Race, Equality",903.0
563,0.0,fe53ce547310,1606756901940.0,1.0,6.849056603773585,At age six I realized I was — and still am — black. It was the day I found out about racism.,", Politics, Education, Life Lessons, Self Improvement, Race","Why No One, Black Or White, Should Say The “N” Word",", Race",1762.0
564,23.0,119387cc6c1f,1606764282636.0,2.0,3.488993710691824,Asian Americans are the most represented racial group in the workforce but are the least likely to hold managerial positions.,", Asian American, Model Minority, Diversity And Inclusion, Corporate, Leadership",Shattering the Bamboo Ceiling,", Race, Work, Equality",823.0
575,1487.0,d74a06dc87f4,1604879308106.0,1.0,3.7245283018867927,"For at least a year into my life as an ex-drinker, I began to hate lot of things I used to love.",", Alcohol, Food And Drink, Drinking, Learning, Self",It’s Not You. It’s the Alcohol.,", Addiction",934.0
576,1208.0,b533e68b5b53,1605967365359.0,1.0,4.660377358490567,"When I quit drinking, I went from one extreme lifestyle to another.",", Health, Mental Health, Addiction, Psychology, Lifestyle",Why Recovering Addicts Become Obsessed With Healthy Living,", Addiction",1182.0
577,1144.0,ad7e5fa173f,1604861689610.0,1.0,5.1471698113207545,Reflections on drinking as an HSP.,", Highly Sensitive People, Alcohol, Addiction, Recovery, Introvert",Highly Sensitive Drinkers,", Addiction, Mental Health, Psychology",1311.0
578,439.0,b533e68b5b53,1606373007526.0,1.0,3.018867924528302,I couldn’t outsmart my mental health.,", Addiction, Mental Health, Sobriety, Psychology, Self Improvement",Too Smart For Addiction,", Addiction",747.0
579,79.0,3d1be2b2fe97,1606865376242.0,1.0,4.845283018867924,#4. Most of your dreams are delusional,", Alcohol, Addiction, Psychology, Mindfulness, Health",5 Things Nobody Dares Tell You About Getting Sober,", Addiction",1231.0
580,54.0,b533e68b5b53,1606841818583.0,1.0,3.286792452830189,How sobriety taught me to stop obsessing over my failures.,", Addiction, Mental Health, Sobriety, Self Improvement, Motivation",Progress Not Perfection,", Addiction, Mental Health, Self",818.0
581,97.0,b533e68b5b53,1606774791211.0,1.0,4.192452830188679,Getting sober is more frightening than you’d expect.,", Addiction, Sobriety, Mental Health, Self Improvement, Confidence",Why I Was Afraid To Quit Drinking,", Addiction, Mental Health, Self",1058.0
582,111.0,2dc2523531fa,1606755221050.0,1.0,4.0,"Tis the season to drink to your hears content because even though office holiday parties are off the schedule this year, we can still make…",", Alcoholism, Holidays, Christmas, Influencer Marketing, Social Media",Can We Get More Non-Alcoholic Branding For The Holidays?,", Addiction, Mental Health",1007.0
583,25.0,25d4c6be82fc,1606734127975.0,1.0,4.366037735849057,There’s a rich understanding here.,", Self, Growth, Self Improvement, Self-awareness, Smoking",Why Do You Smoke?,", Addiction, Mental Health, Self",1104.0
584,184.0,b533e68b5b53,1606658535378.0,1.0,3.3924528301886796,"Ironically, it was also the only way I knew to relax.",", Addiction, Sobriety, Mental Health, Stress, Self Improvement",Alcohol Was My Biggest Source of Stress,", Addiction",846.0
585,117.0,9b1cdfb9d428,1606567459795.0,3.0,7.334905660377358,These Tips Will Help You Shine Without Having a Single Drink.,", Addiction, Life, Life Lessons, Personal Development, Personal Growth",How to THRIVE at Social Events While Sober,", Addiction, Self",1798.0
586,52.0,30a2f4ed9f00,1606744366988.0,1.0,4.018867924528302,This piece was originally published on Volteface,", Covid-19, Mental Health, Drugs, Addiction, Lockdown",Lockdown 2.0: What does this mean for drug use?,", Addiction, Mental Health, Health",1012.0
587,1.0,42ee0372eb9f,1606346299606.0,4.0,5.39811320754717,"By Mark Zauss, BC-TMC, NCC, CCMHC, LMHC, and therapist on the Monument platform",,My Family Gets Drunk During The Holidays. Now What?,", Addiction, Mental Health",1245.0
588,115.0,6ed348fac0d1,1606563937823.0,1.0,5.8226415094339625,"Everyone has a story. Mine is filled with pain, a pain that I have learned from.",", Life, Life Lessons, Personal, Addiction, Self Improvement",I Remember Sitting In My Room Wishing To Die.,", Addiction, Mental Health, Self",1490.0
589,258.0,fc39c092686d,1606339425028.0,3.0,4.233018867924528,"I take a swig, and as that disgusting beer runs down my gullet, I feel something in my abdominal area go, “ka-BOOM.”",", Alcohol, Alcoholism, Addiction, Addiction Recovery, Drinking",The Sip of Warm Beer That Derailed My 20-Year Drinking Career,", Addiction",976.0
590,94.0,b533e68b5b53,1606312921810.0,1.0,3.649056603773585,Getting sober opened many more doors than it closed.,", Addiction, Mental Health, Sobriety, Psychology, Self Improvement",Sobriety Isn’t Just a Limitation,", Addiction",914.0
591,107.0,58d4839b7777,1606307194425.0,1.0,2.99622641509434,"Powerful change is possible with positive self-talk, and smart strategies go far beyond simple affirmations.",", Self, Self Improvement, Self Talk, Recovery, Anxiety",The Science of Self-Talk with Brian Pennie 🎧,", Podcasts, Addiction, Mental Health, Self",741.0
592,153.0,9b1cdfb9d428,1606048329607.0,3.0,8.183962264150944,The Last One May Be Tough But Really the Only Way to Go.,", Addiction, Life, Life Lessons, Personal Development, Addiction Recovery",Three Tips to NOT Drink During the Holidays,", Addiction",2023.0
593,16.0,1024fc897c94,1606236787405.0,1.0,4.471698113207547,A blend of advice from a used-to-be personal trainer.,", Alcohol, Life Lessons, Sobriety, Health, Mental Health",3 Practical Tips for Changing Your Relationship with Alcohol,", Lifestyle, Addiction",1132.0
594,175.0,e40ca1f089c6,1606225596641.0,1.0,4.562264150943396,"Beating your addiction comes with some uncomfortable truths, embrace them.",", Mental Health, Addiction, Sobriety, Life Lessons, Growth Mindset",Find out What the Cool Kids Won’t Tell You About Sobriety,", Addiction, Mental Health",1156.0
605,4811.0,890b995a50b5,1606285919389.0,1.0,4.667924528301887,"While physical distancing and masks are crucial, social interaction could calm the immune system and turn down inflammation",", The Nuance, Health, Covid 19, Coronavirus, Pandemic",Activating the Vagus Nerve Might Lower Your Covid-19 Risk,", Coronavirus, Mental Health, Science, Neuroscience, Health",1184.0
606,6551.0,6187cc164d38,1605208613410.0,1.0,5.09433962264151,Please be careful this Thanksgiving,", Thanksgiving, Covid 19, Covid 19 Crisis",A dinner party killed my Dad.,", Coronavirus",1297.0
608,1797.0,d7565ccd3605,1606717954372.0,1.0,8.641509433962263,"Do vitamin D, melatonin, zinc, and vitamin C protect against Covid-19?",", Vitamin, Supplements, Health, Covid 19, Science",What Science Says About Vitamins and Supplements for Covid-19,", Coronavirus, Science, Health",2237.0
609,2.0,ba5a9c0ffe1c,1606919216550.0,1.0,2.3698113207547173,"The nose-brain connection may hold the answer, researchers find",", Coronavirus, Covid 19, Brain",How the Coronavirus Gets Into the Brain,", Coronavirus, Science, Health",575.0
610,3.0,354ea824bcf4,1606864273339.0,1.0,3.384905660377359,"Famous virus hunter Peter Piot, MD, PhD, recounts his firsthand battle with COVID-19, and the second wave of chronic symptoms that left…",", Chronic Disease, Covid 19, News Home, Stanford Scope",Famous microbiologist experiences ‘revenge of the viruses’,", Coronavirus",844.0
611,111.0,f48441db8f64,1606867136101.0,1.0,3.0037735849056606,"We need another shutdown, not a random time stamp",", Covid 19, Coronavirus, Cities, San Francisco, California",Covid Curfews Don’t Make Sense,", Coronavirus, Cities, San Francisco",743.0
612,102.0,e581fab52dac,1606918560637.0,1.0,1.4452830188679244,A skin-like device listens for coughs to catch early signs of Covid-19,", Science, Technology, Covid 19, Health, Glimpse Of The Future",This Band-Aid-Like Wearable Tracks Coronavirus Symptoms From Your Throat,", Biotech, Coronavirus, Science, Future, Health, Gadgets, Technology",330.0
613,0.0,3c8c23f492c2,1606867373290.0,1.0,1.8150943396226416,We’re not kidding.,", San Francisco, Covid 19, Coronavirus, Cities, Politics","SF Mayor London Breed Had a Group Dinner at the French Laundry, Too",", Politics, Coronavirus, San Francisco",428.0
614,115.0,efed53a5a9e9,1606890772687.0,1.0,6.4188679245283025,"The pandemic has shown that when it comes to what really matters, my housemates and I were not as close as I thought",", Roomates, Housing, Living, Coronavirus, Travel","Thanks to Covid-19, My Relationship With My Roommates Is in the Gutter",", Coronavirus, Relationships",1648.0
615,116.0,556e5da7615e,1606918975380.0,4.0,9.20566037735849,The ongoing tragedy has not engendered the same kind of visible mourning as past national tragedies — and it’s harming mental health,", Coronavirus, Covid 19, Public Health, Grief, Pandemic","More Than 250,000 Are Dead. Why Is There So Little Collective Grief?",", Coronavirus, Society, Health",2254.0
616,97.0,a280ca3fb217,1606890773982.0,1.0,3.9547169811320755,A physician shares her pandemic story,", Medicine, Coronavirus, Covid 19, Health, Science",The Anxiety of Being a Doctor With a Compromised Immune System,", Coronavirus, Science, Health",995.0
617,126.0,ba5a9c0ffe1c,1606851016777.0,1.0,2.0830188679245283,But there’s still a long way to go before UV-blasting devices hit the mainstream,", Science, Covid 19, Robotics, Technology, Coronavirus",Coronavirus-Zapping Robots Are Rolling Out in the Wild,", Coronavirus, Science, Future, Health, Gadgets, Technology",499.0
618,1.0,b42354b051f1,1606850994111.0,1.0,5.49811320754717,"A CDC advisory panel will decide on its recommendations on Tuesday afternoon. Here’s what we expect, along with answers to other questions…",", Coronavirus, Pandemic, Health",Who Will Get the Coronavirus Vaccine First?,", Coronavirus",1404.0
619,759.0,d8285308b7d7,1606866199562.0,2.0,5.417295597484277,"Well, not THAT risky. But riskier than I’ll admit on social media.",", Coronavirus, Pandemic, Risk Management, Outdoor Dining, Covid 19",Confessions of a Pandemic Risk-Taker,", Coronavirus, Self, Family, Parenting",1334.0
620,1258.0,7fe325749a24,1606849289853.0,4.0,9.847169811320754,I asked essential workers to share what they’re going through,", Covid 19, Work From Home, Work, Healthcare, Society",Here’s What Essential Workers Want People Who Work From Home to Understand,", Coronavirus, Society, Work",2424.0
621,0.0,b42354b051f1,1606836897729.0,4.0,10.90377358490566,"With vaccines and a new administration, the pandemic will be tamed. But experts say the coming months “are going to be just horrible.”",", Coronavirus, Pandemic, Health",The Long Darkness Before Dawn,", Politics, Coronavirus, Health",2704.0
622,12.0,15b7279d9496,1606834196981.0,0.0,0.5056603773584906,Tips from experts on the front lines,", Coronavirus, Covid 19",What You Should Do if You Traveled for Thanksgiving,", Coronavirus",134.0
624,107.0,a9af6c503f0d,1606668297379.0,1.0,3.3320754716981136,Just don’t complain when the hospital has no room if you get sick,", Covid 19, Masks, Hospital, Medicine, Politics",There’s Only So Much One Can Do About Resistance to Masks,", Coronavirus, Health",830.0
635,27171.0,e4dc035a1f32,1604836162141.0,5.0,3.4748427672955975,For people stressed or intimidated by fitness culture,", Culture, Health, Fitness, Self Improvement, Lifestyle","How Japanese People Stay Fit for Life, Without Ever Visiting a Gym",", Fitness, Lifestyle, Health",700.0
636,2126.0,ad8aaadbffbe,1605537543033.0,2.0,6.504088050314466,Without changing anything else in your life.,", Fitness, Motivation, Life, Self, Health",The Results You Can Expect From 40 Minutes of Exercise A Day,", Fitness, Lifestyle",1622.0
637,3372.0,cd3414c26534,1605959360967.0,4.0,13.711320754716981,"In less than two months, I dropped my HbA1c from 8.2% to 5.8% and lost 24 pounds by making targeted habit changes",", Health, Diabetes, Weight Loss, Keto, Fasting",How to Reverse Diabetes and Lose Belly Fat in 60 Days,", Fitness, Health",3448.0
638,1621.0,47057b17b8e2,1605271025990.0,3.0,7.55377358490566,By Natalie Gil,", Exercise, F45, Workout, Fitness, Health",I Exercised 6 Times A Week For Two Months — Here’s What I Learned,", Fitness, Lifestyle",1856.0
639,1.0,b533e68b5b53,1606916674725.0,1.0,2.9320754716981132,A little cold weather is no excuse to take the season off.,", Running, Motivation, Inspiration, Fitness, Health",Why I Love Running in the Winter,", Fitness",724.0
640,124.0,2c3486b91314,1606847764054.0,2.0,4.5569182389937115,How physical activity unlocks mindfulness,", Health, Fitness, Philosophy, Life Lessons, Life",Fitness Is the New Philosophy,", Fitness",1106.0
641,0.0,e11931051c5b,1606920176502.0,5.0,6.512578616352201,And there’s nothing to achieve,", Running, Life Lessons, Inspiration, Motivation, Running Tips",Mindful Running Isn’t A Chore,", Fitness",1505.0
642,14.0,d777e9ebaca0,1606846161341.0,4.0,6.013207547169811,It’s time we stopped running from and started running to.,", Running, Self, Mental Health, Attitude, Fitness",We’re All Running from Something,", Fitness, Lifestyle",1408.0
643,57.0,e21b75444b71,1606838041675.0,2.0,4.54559748427673,The advantages are too powerful to ignore.,", Health, Fitness, Lifestyle, Running, Advice",3 Reasons You Should Run in the Afternoon,", Fitness, Lifestyle",1103.0
644,0.0,213b7ade380a,1606501572070.0,4.0,5.413207547169812,I don’t need to suffer to get a good workout.,", Fitness, Mindset, Exercise, Dance, Physical Health","I’m Done with “No Pain, No Gain”",", Fitness, Lifestyle, Self",1249.0
645,190.0,c9994068f205,1606755368746.0,5.0,7.693710691823899,Seven lessons I learned from this experience.,", Running, Life Lessons, Self Improvement, Health, Fitness",This is What Happened When I Ran Regularly for 70 Days,", Fitness, Lifestyle",1818.0
646,333.0,a4f63d761351,1606748623671.0,1.0,5.1056603773584905,How to avoid jogging into one of his horror books,", Running, Running Tips, Fitness, Stephen King, This Happened To Me",3 Crucial Lessons a Runner Can Learn From Stephen King,", Sports, Fitness, Lifestyle, Self",1300.0
647,305.0,e21b75444b71,1606749971166.0,2.0,3.579559748427673,Here’s why it’s still worth the effort.,", Health, Fitness, Lifestyle, Personal Growth, Science",30 Minutes of Exercise Won’t Give You the Results You Expect,", Fitness, Lifestyle",847.0
648,75.0,b6842c2ef3fd,1606747516633.0,2.0,3.398427672955975,The best athletes of all time show us that the way we train is the way we live.,", Personal Development, Running, Fitness, Inspiration, Motivation","Nobody Cares About Your Marathon Time, and That’s Exactly Why It is Important",", Sports, Fitness, Lifestyle, Self",799.0
649,1.0,c68e77181b0f,1606743158099.0,5.0,6.588050314465408,"Is Peloton a smart purchase and a saving tool, or a perpetuate waste of money?",", Health, Fitness, Sports, Money, Investment",Should I buy Peloton? Honest Financial Analysis,", Money, Fitness, Lifestyle",1525.0
650,145.0,e716e25208d1,1606695548523.0,1.0,2.649056603773585,Throw away your crutch,", Running, Fitness, Excercise, Runners, Life Lessons",New Runners: Let Go and Just Run,", Fitness, Lifestyle",649.0
651,262.0,b398a5488073,1606689463745.0,1.0,4.592452830188679,None of the articles on winter running I read warned me about this,", Running, Health, Wellness, Winter, Injury",The Biggest Winter Running Mistake,", Sports, Fitness, Lifestyle",1164.0
652,103.0,96c4af13bb98,1606667198934.0,2.0,6.111635220125787,How the high-intensity interval training (HIIT) workout is rocking my world.,", Health, Fitness, Self, Hiit Workout, Lifestyle",Time to HIIT That,", Fitness, Lifestyle",1518.0
653,85.0,7421fe335719,1606866789341.0,1.0,5.973584905660378,"Fitness and physical wellness have always been a priority in my life. As a trained dancer/former performer, and a certified yoga…",", Tonal, Peloton, Connected Fitness, Weight Training, Fitness",The Body that Tonal Built,", Fitness, Lifestyle",1530.0
654,60.0,aee547023ab2,1606619580259.0,2.0,6.107861635220126,In this article I’m going to point you to some of the best sources of fitness science research,", Fitness, Exercise Science, Health Science, Health And Fitness, Fitness Research",The Amateur Athlete’s Guide to Fitness Science Research Sources,", Sports, Fitness, Lifestyle, Health",1517.0
672,0.0,1e605ac934eb,1606861464792.0,1.0,8.90188679245283,"In a recent chat, CEO Jason Pyle, MD, PhD, dives under the hood of Vive’s new innovative solution that’s giving employees better financial…",", Health Plan, Health, Startup, Videos, Moonshots",Vive Benefits Combines Healthtech and Fintech toHelp People Afford High-Deductible Health Plans,", Health",2306.0
673,130.0,fe391322e810,1606585860634.0,3.0,12.950000000000001,Please do not ever make my mistake — a shared lesson,", This Happened To Me, Storytelling, Migraines, Personal Development, Medicine",My Migraines Led To A Near-Fatal Overdose On Prescription Medicine,", Nonfiction, Health",3286.0
677,414.0,bf4c3c7dced5,1606847211461.0,1.0,3.69811320754717,The science of remembering… and forgetting.,", Memories, Brain, Science, Neuroscience",Why some memories simply disappear,", Psychology, Science, Neuroscience, Health",927.0
679,313.0,858e9f6d3c19,1605303484551.0,4.0,8.888679245283019,"This book describes the concept of herd protection, which is different from herd immunity, and how the remainder of the pandemic will…",", Covid-19, Coronavirus, Science, Health, Healthcare",The Pandemic’s Future: A Book Review on ‘From Killer to Common Cold’,", Health",2170.0
681,0.0,3427b2db25e1,1606593769733.0,9.0,8.252830188679246,Muscular dystrophies are genetic conditions that cause muscles to become progressively weaker. Researchers are investigating several novel…,", Autoimmune Disorders, Duchennemusculardystrophy, Genetic Condition, Genetic Diseases, Muscular Dystrophy",Stem cells could offer hope for muscular dystrophy,", Science, Health",1869.0
683,70.0,ffb49f9daa5f,1606740519582.0,4.0,4.5754716981132075,AI learns how to keep organs viable and just prolonged a liver’s life from 12 hours to 6 days.,", Artificial Intelligence, Technology, Health, Healthcare, Life",Outstanding Discovery: AI Is Transforming The Face Of Organ Transplant,", Artificial Intelligence, Health",1027.0
684,90.0,acfc0d77aeef,1606818424108.0,1.0,2.59622641509434,The news that three potential COVID-19 vaccines might soon be available — an incredible scientific and technological achievement in so…,", Coronavirus, Vaccines, Conspiracy Theories, Pandemic, Thanksgiving","Rather than saving Thanksgiving or Christmas, let’s save lives instead",", Coronavirus, Health",635.0
695,3491.0,68d0a1fff1ac,1605978163848.0,1.0,3.7018867924528305,"You may think shielding your kids from pain protects them, but a psychotherapist explains you’re just stunting their emotional growth.",", Parenting, Mental Health, Parenting Advice, Kids, Emotional Health",10 toxic behaviors from parents that make children less functional in adulthood,", Mental Health, Psychology, Family, Parenting",928.0
697,2425.0,857388aceb0e,1605990353413.0,1.0,7.645283018867925,#2: Judging your emotions,", Psychology, Mental Health, Happiness, Inspiration, Life Lessons",5 Mental Habits Sabotaging Your Happiness,", Mental Health, Self",1973.0
699,25.0,6cab5162e49e,1606917779556.0,5.0,4.320125786163522,A reminder that dogs can indeed be your best friends,", Marketing, Culture, Pets, Social Media, Strategy",How Pedigree Cleverly Used a Classic Pet’s Game to Tackle Depression,", Marketing, Mental Health",924.0
700,320.0,38a5d7c8cfb0,1606850892698.0,1.0,6.524528301886793,And not a source of misery,", Self, Self Improvement, Mental Health, Psychology, Lifestyle",How to Make Sure That Your Empathy Is a Superpower,", Mental Health, Psychology, Self",1676.0
701,0.0,8d6e57fb5ef6,1606866333117.0,1.0,2.4415094339622643,What Is Emotional Enmeshment?,", Mental Health, Self Improvement, Personal Development, Personal Growth, Psychology",What is Emotional Enmeshment and How Do We Evolve It?,", Mental Health, Relationships",594.0
702,340.0,42c096dc87b9,1606841980153.0,6.0,7.863207547169812,or: How I Learned to Stop Worrying and Love the Missteps,", UX, Mental Health, UX Research, User Experience, UI",How learning UX helped me deal with my depression,", Design, UX, Mental Health",1832.0
703,448.0,857388aceb0e,1606882577672.0,1.0,5.724528301886792,#2: Practice feeling bad on purpose,", Psychology, Mental Health, Life, Life Lessons, Inspiration",4 Psychological Habits that Will Bring You Inner Peace,", Mindfulness, Mental Health, Psychology",1464.0
